1,2,DIADEM_Neo1/1-2,453,-23,19,452,-24,19,454,-20,19,3
4,5,DIADEM_Neo1/5-4,-455.999999999999,-15.99999999999946,15,-456,-17,18,-450,-18,18,3
3,4,DIADEM_Neo1/4-3,-28,-459,-3,-25,-466.667,-2,-28,-454,-3,3
