1,6,Holtmaat/6-1,-1.33409752789021,-880.933639011156,-2.86727802231231,-14,-870,-1.25,-12,-904,1,3
7,8,Holtmaat/7-8,-17,864,-13,-17,859.556,-16,-19,860,-8,3
6,7,Holtmaat/7-6,-1714,4,2,-1710,4.11111,7.5,-1710,5,6,3
1,8,Holtmaat/8-1,-1724,-15,-10,-1725,-17.2222,-9.5,-1724,-10.1667,-16,3
